0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01
1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00
-9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06 -9.999999000000000000e+06
1.805060000000000109e+00 7.679740000000000455e-01 9.085969999999999658e+00 2.664340000000000153e+00 8.869369999999999976e+00 2.878120000000000012e+00 6.228830000000000311e+00 8.221170000000000755e+00 9.936410000000000409e+00 6.110540000000000305e+00 5.638300000000000090e+00 1.353609999999999980e+00 1.006620000000000026e+01 5.600629999999999775e+00 6.554420000000000357e+00 3.893180000000000085e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06 -7.777777000000000000e+06
3.629697915368204283e-03 1.544103155938119851e-03 9.998720002954485153e+00 3.731027920754931976e-03 3.075651205698714131e-03 9.997530317491888141e+00 9.996432347150090436e+00 9.998317497354852534e+00 3.920077605606337758e-03 5.000438125178247262e+00 5.003577524681461774e+00 1.661408706961609765e-03 1.000043186348780289e+01 5.003920769270441937e+00 5.000972996034731999e+00 9.996177403915989856e+00
5.202567616364878189e-02 2.213213096212122977e-02 9.981653362745603886e+00 5.347806241442282921e-02 4.408433153240726154e-02 9.964601214381126226e+00 9.948863803938024830e+00 9.975883786446766877e+00 5.618777868611865567e-02 5.006279797148216026e+00 5.049038892904631481e+00 2.586253488145069668e-02 1.000619326967247780e+01 5.056197326755699883e+00 5.013946279208551182e+00 9.945209456819691596e+00
1.451880074604503801e-01 6.176391160293349947e-02 9.948800020748585382e+00 1.492410832035493962e-01 1.230260643919225544e-01 9.901212719902771298e+00 9.857296170591167694e+00 9.932695050521344271e+00 1.568030991724062573e-01 5.017525052261339269e+00 5.111004605283008040e+00 9.582715257573570788e-02 1.001731791334842114e+01 5.156825833379924617e+00 5.038919878706788147e+00 9.847096166146778629e+00
2.831164665865449903e-01 1.204399725513740360e-01 9.900160969473851935e+00 2.910204303741890097e-01 2.399013818088917838e-01 9.807365496764575141e+00 9.721729104382646369e+00 9.868752016319787046e+00 3.057660358793468647e-01 5.034173918893896094e+00 5.189418378253899178e+00 2.115755224414499758e-01 1.003306053486688576e+01 5.299390421621978930e+00 5.075893775700588861e+00 9.701837527119391069e+00
4.621784612037236339e-01 1.966230096078820655e-01 9.837016010711041147e+00 4.750850081768759336e-01 3.916341217589390800e-01 9.685528591688145283e+00 9.545730145919687715e+00 9.785737424912944959e+00 4.991565222300557991e-01 5.055788172939926106e+00 5.280720036475937462e+00 3.714398442108263199e-01 1.004523876460948806e+01 5.410128659162388942e+00 5.123894961250307745e+00 9.513256132567288859e+00
6.376101396742706040e-01 2.712634006024555733e-01 9.775150271338683083e+00 6.554182913487649476e-01 5.402910619061505049e-01 9.566161184032722531e+00 9.373299819904326924e+00 9.704403258876187266e+00 6.886269476783823951e-01 5.076964152394194407e+00 5.345916394128109594e+00 5.505959114001965915e-01 1.005285603112923098e+01 5.479344781486529925e+00 5.170923182517173977e+00 9.328497342176985896e+00
7.682765810580263199e-01 3.268574203933696243e-01 9.729071775421726187e+00 7.897357753827829452e-01 6.510147705564133247e-01 9.477252944338562912e+00 9.244869026568288461e+00 9.643823178994658463e+00 8.297497469960191108e-01 5.092736609260771985e+00 5.394485570693640319e+00 6.840329719033066969e-01 1.005815283444099784e+01 5.527489118066405638e+00 5.205951102703302524e+00 9.190883899196395035e+00
8.541774396460959373e-01 3.634058776319591955e-01 9.698780118980328879e+00 8.780373206694270793e-01 7.238052794088412067e-01 9.418803912492778707e+00 9.160437671301737694e+00 9.603997386407369774e+00 9.225249198684197793e-01 5.103105546057252084e+00 5.426417930702990056e+00 7.717545294451189086e-01 1.006204387586956450e+01 5.562855484563427488e+00 5.228978717255943209e+00 9.100415802502880069e+00
